2023-03-03 10:06:29 2,14,42,33,29,1,21,0,1,0,53,0,0,8,10,33,20,60,10,94,92,0,2
2023-03-03 10:06:32 2,14,40,36,27,2,22,0,1,0,56,0,0,4,11,36,22,58,10,83,95,0,2
2023-03-03 10:06:34 3,14,44,37,29,1,21,0,0,0,55,0,0,4,10,35,20,60,10,80,92,0,2
2023-03-03 10:06:36 3,16,41,34,27,1,21,1,1,0,57,0,0,9,12,38,22,62,11,79,103,0,3
2023-03-03 10:06:42 2,13,41,32,28,2,20,0,1,0,57,0,0,5,11,35,23,66,10,80,86,0,2
2023-03-03 10:06:44 3,15,43,32,26,2,25,0,0,0,50,0,0,5,11,35,20,57,10,80,87,0,2
2023-03-03 10:06:46 3,14,43,36,28,2,20,0,1,0,53,0,0,10,11,36,21,58,10,83,95,0,2
2023-03-03 10:06:53 2,14,41,35,28,2,20,0,1,0,58,0,0,6,12,35,20,60,10,80,92,0,2
2023-03-03 10:06:54 3,16,39,30,25,1,24,1,0,0,60,0,0,6,12,38,23,56,11,92,103,0,3
2023-03-03 10:06:56 2,14,45,35,25,1,22,1,0,0,50,0,0,11,12,39,22,61,11,90,93,0,3
2023-03-03 10:06:57 2,14,41,35,28,2,20,0,1,0,58,0,0,6,12,35,20,60,10,80,92,0,2
2023-03-03 10:07:02 2,14,41,35,28,2,20,0,1,0,58,0,0,6,12,35,20,60,10,80,92,0,2
2023-03-03 10:07:04 2,14,44,36,25,1,21,1,1,0,57,0,0,7,11,37,21,56,10,84,88,0,2
2023-03-03 10:07:07 3,16,46,30,27,2,21,1,0,0,50,0,0,12,12,39,19,63,11,80,96,0,3
2023-03-03 10:07:09 2,13,43,36,27,2,21,0,1,0,55,0,0,7,11,35,20,57,10,85,87,0,3
2023-03-03 10:07:15 2,16,39,31,29,1,23,1,0,0,58,0,0,8,12,36,22,62,10,87,95,0,3
2023-03-03 10:07:15 3,13,44,32,27,2,22,0,0,0,59,0,0,8,10,34,21,59,10,80,91,0,2
2023-03-03 10:07:17 3,14,42,33,26,2,20,0,0,0,53,0,0,2,13,34,20,55,10,82,90,0,2
2023-03-03 10:07:25 2,15,46,31,25,1,21,0,1,0,56,0,0,9,12,38,21,61,11,91,94,0,3
2023-03-03 10:07:26 3,13,39,37,25,2,20,0,1,0,56,0,0,9,12,39,20,64,11,80,88,0,3
2023-03-03 10:07:28 3,14,44,36,25,2,22,1,1,0,58,0,0,3,11,37,22,58,10,87,89,0,2
2023-03-03 10:07:36 2,14,42,35,24,2,21,1,1,0,57,0,0,10,11,36,21,56,10,84,90,0,2
2023-03-03 10:07:37 2,14,44,36,27,1,23,1,0,0,54,0,0,10,11,36,20,58,10,87,89,0,2
2023-03-03 10:07:43 2,14,41,34,28,2,20,0,0,0,52,0,0,4,11,36,20,61,11,81,89,0,2
2023-03-03 10:07:47 2,14,45,37,25,1,23,1,0,0,57,0,0,11,11,35,21,61,10,82,97,0,2
2023-03-03 10:07:53 3,16,41,34,27,2,25,0,1,0,58,0,0,11,11,35,23,55,10,94,103,0,2
2023-03-03 10:07:53 2,13,39,34,27,2,24,0,1,0,52,0,0,5,10,33,21,56,11,79,90,0,3
2023-03-03 10:07:57 3,16,39,33,25,1,24,1,0,0,51,0,0,12,13,34,19,54,9,78,98,0,3
2023-03-03 10:07:58 2,16,39,36,24,1,23,1,1,0,58,0,0,12,12,37,23,64,11,90,97,0,3
2023-03-03 10:07:59 3,16,46,31,24,1,23,1,0,0,54,0,0,6,12,38,20,55,10,91,103,0,3
2023-03-03 10:08:08 3,13,41,34,28,2,20,0,1,0,60,0,0,2,12,34,20,54,11,94,86,0,3
2023-03-03 10:08:09 2,14,42,32,28,1,24,0,0,0,56,0,0,2,10,34,20,56,10,82,90,0,2
2023-03-03 10:08:15 3,14,43,31,24,1,21,1,1,0,56,0,0,7,10,33,20,60,10,84,92,0,2
2023-03-03 10:08:18 2,14,45,36,24,2,21,1,0,0,59,0,0,3,11,35,22,61,10,85,93,0,2
2023-03-03 10:08:20 2,14,42,35,24,1,21,1,1,0,57,0,0,8,11,37,22,63,10,84,95,0,2
2023-03-03 10:08:23 2,14,45,36,24,2,21,1,0,0,59,0,0,3,11,35,22,61,10,85,93,0,2
2023-03-03 10:08:29 2,14,45,36,28,1,23,1,1,0,60,0,0,4,11,36,21,62,10,87,95,0,2
2023-03-03 10:08:35 2,13,38,34,28,2,25,0,1,0,53,0,0,9,11,35,23,56,10,79,86,0,2
2023-03-03 10:08:39 3,15,38,36,24,1,23,1,0,0,53,0,0,5,12,37,23,66,11,88,96,0,3
2023-03-03 10:08:41 2,15,45,36,28,1,23,1,0,0,56,0,0,10,12,37,23,60,11,89,100,0,3
2023-03-03 10:08:56 2,15,44,36,24,1,22,1,0,0,50,0,0,11,11,35,21,61,10,89,92,0,3
2023-03-03 10:09:01 2,15,44,36,24,1,22,1,0,0,50,0,0,11,11,35,21,61,10,89,92,0,3
2023-03-03 10:09:12 2,14,43,30,24,1,23,1,1,0,59,0,0,2,11,38,21,59,10,87,90,0,2
2023-03-03 10:09:23 2,16,43,36,24,1,22,1,0,0,53,0,0,3,12,37,22,63,10,85,96,0,3
2023-03-03 10:09:34 2,14,42,36,28,2,21,0,1,0,56,0,0,4,11,37,21,58,11,87,89,0,3
2023-03-03 10:09:44 2,15,44,35,24,1,22,1,1,0,59,0,0,5,12,38,21,62,11,87,95,0,3
2023-03-03 10:09:50 2,15,44,35,24,1,22,1,1,0,59,0,0,5,12,38,21,62,11,87,95,0,3
2023-03-03 10:09:55 3,14,41,32,28,1,20,0,0,0,52,0,0,6,12,34,20,54,11,94,88,0,3
2023-03-03 10:10:06 3,14,39,33,27,2,20,0,0,0,57,0,0,7,11,35,20,58,9,78,89,0,2
2023-03-03 10:10:16 3,13,43,36,27,2,22,0,1,0,58,0,0,8,12,34,20,58,10,81,89,0,3
2023-03-03 10:10:27 3,13,39,33,26,1,23,1,0,0,56,0,0,9,12,39,20,57,11,93,87,0,2
2023-03-03 10:10:37 2,14,43,35,24,2,21,0,1,0,58,0,0,10,11,34,21,59,10,79,94,0,2
2023-03-03 10:10:48 2,16,46,31,29,1,23,1,1,0,58,0,0,11,12,39,23,61,11,90,96,0,3
2023-03-03 10:10:59 2,14,42,33,26,2,21,0,0,0,56,0,0,12,11,34,21,58,11,87,89,0,2
2023-03-03 10:11:09 2,15,46,36,25,1,22,1,0,0,60,0,0,2,12,37,23,61,11,90,102,0,3
2023-03-03 10:11:20 3,16,39,33,25,1,23,1,0,0,61,0,0,3,12,40,23,65,11,79,86,0,3
